PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29744620","How primates acquire their gestures: evaluating current theories and evidence","Liebal K, Schneider C, Errson-Lembeck M.","Anim Cogn. 2019 Jul;22(4):473-486. doi: 10.1007/s10071-018-1187-x. Epub 2018 May 9.","Liebal K","Anim Cogn","2019","2018/05/11","","","10.1007/s10071-018-1187-x"
"30673973","Discrimination of group numerousness under predation risk in anuran tadpoles","Balestrieri A, Gazzola A, Pellitteri-Rosa D, Vallortigara G.","Anim Cogn. 2019 Mar;22(2):223-230. doi: 10.1007/s10071-019-01238-5. Epub 2019 Jan 23.","Balestrieri A","Anim Cogn","2019","2019/01/24","","","10.1007/s10071-019-01238-5"
"30707367","Context-specific response inhibition and differential impact of a learning bias in a lizard","Szabo B, Noble DWA, Whiting MJ.","Anim Cogn. 2019 May;22(3):317-329. doi: 10.1007/s10071-019-01245-6. Epub 2019 Feb 1.","Szabo B","Anim Cogn","2019","2019/02/02","","","10.1007/s10071-019-01245-6"
"31720927","The underestimated giants: operant conditioning, visual discrimination and long-term memory in giant tortoises","Gutnick T, Weissenbacher A, Kuba MJ.","Anim Cogn. 2020 Jan;23(1):159-167. doi: 10.1007/s10071-019-01326-6. Epub 2019 Nov 13.","Gutnick T","Anim Cogn","2020","2019/11/14","","","10.1007/s10071-019-01326-6"
"32700167","More exploratory house mice judge an ambiguous situation more negatively","Verjat A, Devienne P, Rödel HG, Féron C.","Anim Cogn. 2021 Jan;24(1):53-64. doi: 10.1007/s10071-020-01414-y. Epub 2020 Jul 22.","Verjat A","Anim Cogn","2021","2020/07/24","","","10.1007/s10071-020-01414-y"
"31183591","Spontaneous attention and psycho-physiological responses to others' injury in chimpanzees","Sato Y, Hirata S, Kano F.","Anim Cogn. 2019 Sep;22(5):807-823. doi: 10.1007/s10071-019-01276-z. Epub 2019 Jun 10.","Sato Y","Anim Cogn","2019","2019/06/12","","","10.1007/s10071-019-01276-z"
"31925602","Social context increases ultrasonic vocalizations during restraint in adult mice","Lefebvre E, Granon S, Chauveau F.","Anim Cogn. 2020 Mar;23(2):351-359. doi: 10.1007/s10071-019-01338-2. Epub 2020 Jan 10.","Lefebvre E","Anim Cogn","2020","2020/01/12","","","10.1007/s10071-019-01338-2"
"31531747","Mandrills represent their own dominance hierarchy on a cardinal, not ordinal, scale","Schino G, Lasio F.","Anim Cogn. 2019 Nov;22(6):1159-1169. doi: 10.1007/s10071-019-01308-8. Epub 2019 Sep 17.","Schino G","Anim Cogn","2019","2019/09/19","","","10.1007/s10071-019-01308-8"
"31758353","Response learning confounds assays of inhibitory control on detour tasks","van Horik JO, Beardsworth CE, Laker PR, Whiteside MA, Madden JR.","Anim Cogn. 2020 Jan;23(1):215-225. doi: 10.1007/s10071-019-01330-w. Epub 2019 Nov 22.","van Horik JO","Anim Cogn","2020","2019/11/24","PMC6981321","","10.1007/s10071-019-01330-w"
"32236754","The transition of object to mental manipulation: beyond a species-specific view of intelligence","Bar-Hen-Schweiger M, Henik A.","Anim Cogn. 2020 Jul;23(4):691-701. doi: 10.1007/s10071-020-01375-2. Epub 2020 Mar 31.","Bar-Hen-Schweiger M","Anim Cogn","2020","2020/04/03","","","10.1007/s10071-020-01375-2"
"32303866","Effect of isotocin on shoaling behaviour of the Guppy (Poecilia reticulata)","Ataei Mehr B, Garner SR, Neff BD.","Anim Cogn. 2020 Jul;23(4):827-831. doi: 10.1007/s10071-020-01381-4. Epub 2020 Apr 17.","Ataei Mehr B","Anim Cogn","2020","2020/04/19","","","10.1007/s10071-020-01381-4"
"30840167","Developmental history, energetic state and choice impulsivity in European starlings, Sturnus vulgaris","Dunn J, Andrews C, Nettle D, Bateson M.","Anim Cogn. 2019 May;22(3):413-421. doi: 10.1007/s10071-019-01254-5. Epub 2019 Mar 6.","Dunn J","Anim Cogn","2019","2019/03/07","PMC6459807","","10.1007/s10071-019-01254-5"
"33052544","The role of linguistic experience in the development of the consonant bias","Mallikarjun A, Shroads E, Newman RS.","Anim Cogn. 2020 Oct 14. doi: 10.1007/s10071-020-01436-6. Online ahead of print.","Mallikarjun A","Anim Cogn","2020","2020/10/14","","","10.1007/s10071-020-01436-6"
"32757105","Training differences predict dogs' (Canis lupus familiaris) preferences for prosocial others","Silver ZA, Furlong EE, Johnston AM, Santos LR.","Anim Cogn. 2021 Jan;24(1):75-83. doi: 10.1007/s10071-020-01417-9. Epub 2020 Aug 5.","Silver ZA","Anim Cogn","2021","2020/08/07","","","10.1007/s10071-020-01417-9"
"31317352","Vocal behaviour of allied male dolphins during cooperative mate guarding","King SL, Allen SJ, Krützen M, Connor RC.","Anim Cogn. 2019 Nov;22(6):991-1000. doi: 10.1007/s10071-019-01290-1. Epub 2019 Jul 17.","King SL","Anim Cogn","2019","2019/07/19","PMC6834747","","10.1007/s10071-019-01290-1"
"32772201","Obstacle avoidance in bumblebees is robust to changes in light intensity","Baird E.","Anim Cogn. 2020 Nov;23(6):1081-1086. doi: 10.1007/s10071-020-01421-z. Epub 2020 Aug 9.","Baird E","Anim Cogn","2020","2020/08/11","PMC7700065","","10.1007/s10071-020-01421-z"
"32705372","Dogs and cats prioritize human action: choosing a now-empty instead of a still-baited container","Chijiiwa H, Takagi S, Arahori M, Hori Y, Saito A, Kuroshima H, Fujita K.","Anim Cogn. 2021 Jan;24(1):65-73. doi: 10.1007/s10071-020-01416-w. Epub 2020 Jul 23.","Chijiiwa H","Anim Cogn","2021","2020/07/25","","","10.1007/s10071-020-01416-w"
"32902692","A dung beetle that path integrates without the use of landmarks","Dacke M, El Jundi B, Gagnon Y, Yilmaz A, Byrne M, Baird E.","Anim Cogn. 2020 Nov;23(6):1161-1175. doi: 10.1007/s10071-020-01426-8. Epub 2020 Sep 9.","Dacke M","Anim Cogn","2020","2020/09/09","PMC7700071","","10.1007/s10071-020-01426-8"
"32034539","Guppies show sex and individual differences in the ability to inhibit behaviour","Lucon-Xiccato T, Bisazza A, Bertolucci C.","Anim Cogn. 2020 May;23(3):535-543. doi: 10.1007/s10071-020-01357-4. Epub 2020 Feb 7.","Lucon-Xiccato T","Anim Cogn","2020","2020/02/09","","","10.1007/s10071-020-01357-4"
"32146617","Seasonal variation of sexually dimorphic spatial learning implicates mating system in the intertidal Cocos Frillgoby (Bathygobius cocosensis)","Carbia PS, Brown C.","Anim Cogn. 2020 Jul;23(4):621-628. doi: 10.1007/s10071-020-01366-3. Epub 2020 Mar 7.","Carbia PS","Anim Cogn","2020","2020/03/09","","","10.1007/s10071-020-01366-3"
"32030537","Effects of string length on the organization of rat string-pulling behavior","Blackwell AA, Wallace DG.","Anim Cogn. 2020 Mar;23(2):415-425. doi: 10.1007/s10071-020-01349-4. Epub 2020 Feb 7.","Blackwell AA","Anim Cogn","2020","2020/02/08","","","10.1007/s10071-020-01349-4"
"32297031","The ontogeny of continuous quantity discrimination in zebrafish larvae (Danio rerio)","Santacà M, Agrillo C, Miletto Petrazzini ME, Bisazza A.","Anim Cogn. 2020 Jul;23(4):731-739. doi: 10.1007/s10071-020-01384-1. Epub 2020 Apr 15.","Santacà M","Anim Cogn","2020","2020/04/17","","","10.1007/s10071-020-01384-1"
"32948970","Did we find a copycat? Do as I Do in a domestic cat (Felis catus)","Fugazza C, Sommese A, Pogány Á, Miklósi Á.","Anim Cogn. 2021 Jan;24(1):121-131. doi: 10.1007/s10071-020-01428-6. Epub 2020 Sep 18.","Fugazza C","Anim Cogn","2021","2020/09/19","PMC7829234","","10.1007/s10071-020-01428-6"
"33128196","Giraffes go for more: a quantity discrimination study in giraffes (Giraffa camelopardalis)","Caicoya AL, Colell M, Holland R, Ensenyat C, Amici F.","Anim Cogn. 2020 Oct 30. doi: 10.1007/s10071-020-01442-8. Online ahead of print.","Caicoya AL","Anim Cogn","2020","2020/10/31","","","10.1007/s10071-020-01442-8"
"32009216","Food density and preferred quantity: discrimination of small and large numbers in angelfish (Pterophyllum scalare)","Gómez-Laplaza LM, Gerlai R.","Anim Cogn. 2020 May;23(3):509-522. doi: 10.1007/s10071-020-01355-6. Epub 2020 Feb 3.","Gómez-Laplaza LM","Anim Cogn","2020","2020/02/04","","","10.1007/s10071-020-01355-6"
"32060750","Dogs wait longer for better rewards than wolves in a delay of gratification task: but why?","Range F, Brucks D, Virányi Z.","Anim Cogn. 2020 May;23(3):443-453. doi: 10.1007/s10071-020-01346-7. Epub 2020 Feb 14.","Range F","Anim Cogn","2020","2020/02/16","PMC7181554","EMS86002","10.1007/s10071-020-01346-7"
"32086597","Pigeons can learn a difficult discrimination if reinforcement is delayed following choice","House D, Peng D, Zentall TR.","Anim Cogn. 2020 May;23(3):503-508. doi: 10.1007/s10071-020-01352-9. Epub 2020 Feb 21.","House D","Anim Cogn","2020","2020/02/23","","","10.1007/s10071-020-01352-9"
"30603933","A dyadic brain model of ape gestural learning, production and representation","Gasser B, Arbib M.","Anim Cogn. 2019 Jul;22(4):519-534. doi: 10.1007/s10071-018-1228-5. Epub 2019 Jan 2.","Gasser B","Anim Cogn","2019","2019/01/04","","","10.1007/s10071-018-1228-5"
"32052285","Perception of dynamic facial expressions of emotion between dogs and humans","Correia-Caeiro C, Guo K, Mills DS.","Anim Cogn. 2020 May;23(3):465-476. doi: 10.1007/s10071-020-01348-5. Epub 2020 Feb 12.","Correia-Caeiro C","Anim Cogn","2020","2020/02/14","PMC7181561","","10.1007/s10071-020-01348-5"
"28251387","Deceptive-like behaviour in dogs (Canis familiaris)","Heberlein MTE, Manser MB, Turner DC.","Anim Cogn. 2017 May;20(3):511-520. doi: 10.1007/s10071-017-1078-6. Epub 2017 Mar 1.","Heberlein MTE","Anim Cogn","2017","2017/03/03","","","10.1007/s10071-017-1078-6"
"27215574","Coping with a changing soundscape: avoidance, adjustments and adaptations","Potvin DA.","Anim Cogn. 2017 Jan;20(1):9-18. doi: 10.1007/s10071-016-0999-9. Epub 2016 May 23.","Potvin DA","Anim Cogn","2017","2016/05/25","","","10.1007/s10071-016-0999-9"
"31872303","Quantifying the face inversion effect in nonhuman primates: a phylogenetic meta-analysis","Griffin JW.","Anim Cogn. 2020 Mar;23(2):237-249. doi: 10.1007/s10071-019-01340-8. Epub 2019 Dec 23.","Griffin JW","Anim Cogn","2020","2019/12/25","","","10.1007/s10071-019-01340-8"
"32959344","Volumetric spatial behaviour in rats reveals the anisotropic organisation of navigation","Jedidi-Ayoub S, Mishchanchuk K, Liu A, Renaudineau S, Duvelle É, Grieves RM.","Anim Cogn. 2021 Jan;24(1):133-163. doi: 10.1007/s10071-020-01432-w. Epub 2020 Sep 21.","Jedidi-Ayoub S","Anim Cogn","2021","2020/09/22","PMC7829245","","10.1007/s10071-020-01432-w"
"31147849","Effects of set size on identity and oddity abstract-concept learning in rats","Lazarowski L, Goodman A, Galizio M, Bruce K.","Anim Cogn. 2019 Sep;22(5):733-742. doi: 10.1007/s10071-019-01270-5. Epub 2019 May 30.","Lazarowski L","Anim Cogn","2019","2019/06/01","","","10.1007/s10071-019-01270-5"
"30929104","Speed-accuracy trade-off, detour reaching and response to PHA in Carib grackles","Ducatez S, Audet JN, Lefebvre L.","Anim Cogn. 2019 Sep;22(5):625-633. doi: 10.1007/s10071-019-01258-1. Epub 2019 Mar 30.","Ducatez S","Anim Cogn","2019","2019/04/01","","","10.1007/s10071-019-01258-1"
"32851552","Vertical-surface navigation in the Neotropical whip spider Paraphrynus laevifrons (Arachnida: Amblypygi)","Casto P, Wiegmann DD, Coppola VJ, Nardi D, Hebets EA, Bingman VP.","Anim Cogn. 2020 Nov;23(6):1205-1213. doi: 10.1007/s10071-020-01420-0. Epub 2020 Aug 26.","Casto P","Anim Cogn","2020","2020/08/28","","","10.1007/s10071-020-01420-0"
"30707366","Precise relative-quantity judgement in the striped field mouse Apodemus agrarius Pallas","Reznikova Z, Panteleeva S, Vorobyeva N.","Anim Cogn. 2019 Mar;22(2):277-289. doi: 10.1007/s10071-019-01244-7. Epub 2019 Feb 1.","Reznikova Z","Anim Cogn","2019","2019/02/02","","","10.1007/s10071-019-01244-7"
"33219880","The scholar's best friend: research trends in dog cognitive and behavioral studies","Aria M, Alterisio A, Scandurra A, Pinelli C, D'Aniello B.","Anim Cogn. 2020 Nov 21. doi: 10.1007/s10071-020-01448-2. Online ahead of print.","Aria M","Anim Cogn","2020","2020/11/21","","","10.1007/s10071-020-01448-2"
"29071450","Parasitoid wasps' exposure to host-infested plant volatiles affects their olfactory cognition of host-infested plants","Yoneya K, Uefune M, Takabayashi J.","Anim Cogn. 2018 Jan;21(1):79-86. doi: 10.1007/s10071-017-1141-3. Epub 2017 Oct 25.","Yoneya K","Anim Cogn","2018","2017/10/27","","","10.1007/s10071-017-1141-3"
"33037460","Wild great tits' alarm calls prompt vigilant behaviours in free-range chickens","Dutour M, Danel S.","Anim Cogn. 2021 Jan;24(1):213-216. doi: 10.1007/s10071-020-01440-w. Epub 2020 Oct 9.","Dutour M","Anim Cogn","2021","2020/10/10","","","10.1007/s10071-020-01440-w"
"32130559","Effects of incubation temperatures on learning abilities of hatchling velvet geckos","Abayarathna T, Webb JK.","Anim Cogn. 2020 Jul;23(4):613-620. doi: 10.1007/s10071-020-01365-4. Epub 2020 Mar 4.","Abayarathna T","Anim Cogn","2020","2020/03/05","","","10.1007/s10071-020-01365-4"
"30762160","Dissociation of memory signals for metamemory in rhesus monkeys (Macaca mulatta)","Brown EK, Basile BM, Templer VL, Hampton RR.","Anim Cogn. 2019 May;22(3):331-341. doi: 10.1007/s10071-019-01246-5. Epub 2019 Feb 14.","Brown EK","Anim Cogn","2019","2019/02/15","PMC6548541","NIHMS1521709","10.1007/s10071-019-01246-5"
"30707365","Tortoises develop and overcome position biases in a reversal learning task","Bridgeman JM, Tattersall GJ.","Anim Cogn. 2019 Mar;22(2):265-275. doi: 10.1007/s10071-019-01243-8. Epub 2019 Feb 1.","Bridgeman JM","Anim Cogn","2019","2019/02/02","","","10.1007/s10071-019-01243-8"
"31620906","Does humic acid alter visually and chemically guided foraging in stickleback fish?","Mobley RB, Weigel EG, Boughman JW.","Anim Cogn. 2020 Jan;23(1):101-108. doi: 10.1007/s10071-019-01319-5. Epub 2019 Oct 16.","Mobley RB","Anim Cogn","2020","2019/10/18","","","10.1007/s10071-019-01319-5"
"32472317","A novel, short and easy-to-perform method to evaluate newborns' social olfactory preferences","André V, Henry S, Vuillemin A, Beuchée A, Sizun J, Roué JM, Lemasson A, Misery L, Hausberger M, Durier V.","Anim Cogn. 2020 Sep;23(5):843-850. doi: 10.1007/s10071-020-01397-w. Epub 2020 May 29.","André V","Anim Cogn","2020","2020/05/31","","","10.1007/s10071-020-01397-w"
"33125574","Early-life and parental predation risk shape fear acquisition in adult minnows","Crane AL, Meuthen D, Thapa H, Ferrari MCO, Brown GE.","Anim Cogn. 2020 Oct 30. doi: 10.1007/s10071-020-01439-3. Online ahead of print.","Crane AL","Anim Cogn","2020","2020/10/30","","","10.1007/s10071-020-01439-3"
"30603930","Does a cichlid fish process face holistically? Evidence of the face inversion effect","Kawasaka K, Hotta T, Kohda M.","Anim Cogn. 2019 Mar;22(2):153-162. doi: 10.1007/s10071-018-01231-4. Epub 2019 Jan 2.","Kawasaka K","Anim Cogn","2019","2019/01/04","","","10.1007/s10071-018-01231-4"
"32335767","Daddy, daddy cool: stallion-foal relationships in a socially-natural herd of Exmoor ponies","Šandlová K, Komárková M, Ceacero F.","Anim Cogn. 2020 Jul;23(4):781-793. doi: 10.1007/s10071-020-01388-x. Epub 2020 Apr 25.","Šandlová K","Anim Cogn","2020","2020/04/27","","","10.1007/s10071-020-01388-x"
"32303867","First trial outcome but not training difficulty predicts performance in goldfish visual discrimination","Radell ML, McGuire BM, Fisher-Thompson D.","Anim Cogn. 2020 Jul;23(4):741-754. doi: 10.1007/s10071-020-01380-5. Epub 2020 Apr 18.","Radell ML","Anim Cogn","2020","2020/04/19","","","10.1007/s10071-020-01380-5"
"27287625","Avian movements in a modern world: cognitive challenges","Mettke-Hofmann C.","Anim Cogn. 2017 Jan;20(1):77-86. doi: 10.1007/s10071-016-1006-1. Epub 2016 Jun 10.","Mettke-Hofmann C","Anim Cogn","2017","2016/06/12","PMC5274642","","10.1007/s10071-016-1006-1"
"27154629","Mitigating road impacts on animals through learning principles","Proppe DS, McMillan N, Congdon JV, Sturdy CB.","Anim Cogn. 2017 Jan;20(1):19-31. doi: 10.1007/s10071-016-0989-y. Epub 2016 May 6.","Proppe DS","Anim Cogn","2017","2016/05/08","","","10.1007/s10071-016-0989-y"
"32356029","Age influences domestic dog cognitive performance independent of average breed lifespan","Watowich MM, MacLean EL, Hare B, Call J, Kaminski J, Miklósi Á, Snyder-Mackler N.","Anim Cogn. 2020 Jul;23(4):795-805. doi: 10.1007/s10071-020-01385-0. Epub 2020 Apr 30.","Watowich MM","Anim Cogn","2020","2020/05/02","PMC7384235","NIHMS1608567","10.1007/s10071-020-01385-0"
"32270350","Fears from the past? The innate ability of dogs to detect predator scents","Samuel L, Arnesen C, Zedrosser A, Rosell F.","Anim Cogn. 2020 Jul;23(4):721-729. doi: 10.1007/s10071-020-01379-y. Epub 2020 Apr 8.","Samuel L","Anim Cogn","2020","2020/04/10","PMC7320930","","10.1007/s10071-020-01379-y"
"31098849","Vocal-gestural combinations in infant bonobos: new insights into signal functional specificity","Genty E.","Anim Cogn. 2019 Jul;22(4):505-518. doi: 10.1007/s10071-019-01267-0. Epub 2019 May 16.","Genty E","Anim Cogn","2019","2019/05/18","","","10.1007/s10071-019-01267-0"
"33156406","Do zoo visitors induce attentional bias effects in primates completing cognitive tasks?","Huskisson SM, Ross SR, Hopper LM.","Anim Cogn. 2020 Nov 6. doi: 10.1007/s10071-020-01445-5. Online ahead of print.","Huskisson SM","Anim Cogn","2020","2020/11/06","","","10.1007/s10071-020-01445-5"
"31346861","Testing dogs in ape-like conditions: the effect of a barrier on dogs' performance on the object-choice task","Clark H, Leavens DA.","Anim Cogn. 2019 Nov;22(6):1063-1072. doi: 10.1007/s10071-019-01297-8. Epub 2019 Jul 25.","Clark H","Anim Cogn","2019","2019/07/27","PMC6834926","","10.1007/s10071-019-01297-8"
"31797112","Innovation in a native Australian rodent, the fawn-footed mosaic-tailed rat (Melomys cervinipes)","Rowell MK, Rymer TL.","Anim Cogn. 2020 Mar;23(2):301-310. doi: 10.1007/s10071-019-01334-6. Epub 2019 Dec 3.","Rowell MK","Anim Cogn","2020","2019/12/05","","","10.1007/s10071-019-01334-6"
"29860682","Testing domain general learning in an Australian lizard","Qi Y, Noble DWA, Fu J, Whiting MJ.","Anim Cogn. 2018 Jul;21(4):595-602. doi: 10.1007/s10071-018-1194-y. Epub 2018 Jun 2.","Qi Y","Anim Cogn","2018","2018/06/04","","","10.1007/s10071-018-1194-y"
"30328528","Stereotypic horses (Equus caballus) are not cognitively impaired","Briefer Freymond S, Ruet A, Grivaz M, Fuentes C, Zuberbühler K, Bachmann I, Briefer EF.","Anim Cogn. 2019 Jan;22(1):17-33. doi: 10.1007/s10071-018-1217-8. Epub 2018 Oct 17.","Briefer Freymond S","Anim Cogn","2019","2018/10/18","","","10.1007/s10071-018-1217-8"
"27421709","Episodic-like memory in zebrafish","Hamilton TJ, Myggland A, Duperreault E, May Z, Gallup J, Powell RA, Schalomon M, Digweed SM.","Anim Cogn. 2016 Nov;19(6):1071-1079. doi: 10.1007/s10071-016-1014-1. Epub 2016 Jul 15.","Hamilton TJ","Anim Cogn","2016","2016/07/17","","","10.1007/s10071-016-1014-1"
"32627110","Effect of shared information and owner behavior on showing in dogs (Canis familiaris)","Henschel M, Winters J, Müller TF, Bräuer J.","Anim Cogn. 2020 Sep;23(5):1019-1034. doi: 10.1007/s10071-020-01409-9. Epub 2020 Jul 5.","Henschel M","Anim Cogn","2020","2020/07/07","PMC7415761","","10.1007/s10071-020-01409-9"
"31535246","Acoustic structure of forest elephant rumbles: a test of the ambiguity reduction hypothesis","Hedwig D, Verahrami AK, Wrege PH.","Anim Cogn. 2019 Nov;22(6):1115-1128. doi: 10.1007/s10071-019-01304-y. Epub 2019 Sep 18.","Hedwig D","Anim Cogn","2019","2019/09/20","","","10.1007/s10071-019-01304-y"
